Name,Identifier,Weight,Sector,Shares Held
Hersha Hospitality Trust Class A,HT,0.086932,Real Estate,62316.000
Customers Bancorp Inc.,CUBI,0.086210,Financials,48645.000
Addus HomeCare Corporation,ADUS,0.085813,Health Care,17422.000
Fidelity Southern Corporation,LION,0.085789,Financials,38564.000
Innophos Holdings Inc.,IPHS,0.085334,Materials,34129.000
ATN International Inc.,ATNI,0.085241,Communication Services,18831.000
P. H. Glatfelter Company,GLT,0.084663,Materials,76435.000
INTL FCStone Inc.,INTL,0.084632,Financials,27384.000
John B. Sanfilippo & Son Inc.,JBSS,0.084630,Consumer Staples,15196.000
Myers Industries Inc.,MYE,0.084047,Materials,58652.000
KLX Energy Services Holdings Inc.,KLXE,0.083706,Energy,37825.000
Conn's Inc.,CONN,0.083125,Consumer Discretionary,42552.000
Community Healthcare Trust Inc.,CHCT,0.082882,Real Estate,30459.000
Dime Community Bancshares Inc.,DCOM,0.082714,Financials,53446.000
CorVel Corporation,CRVL,0.082709,Health Care,15845.000
Aegion Corporation,AEGN,0.082706,Industrials,54982.000
Banc of California Incorporated,BANC,0.082678,Financials,71302.000
Mercer International Inc.,MERC,0.082655,Materials,71907.000
Photronics Inc.,PLAB,0.082397,Information Technology,114260.000
Regis Corporation,RGS,0.082379,Consumer Discretionary,52391.000
Saul Centers Inc.,BFS,0.082259,Real Estate,20117.000
SpartanNash Company,SPTN,0.081706,Consumer Staples,62565.000
CEVA Inc.,CEVA,0.081307,Information Technology,37786.000
Cohu Inc.,COHU,0.081290,Information Technology,69318.000
MYR Group Inc.,MYRG,0.081226,Industrials,28597.000
OraSure Technologies Inc.,OSUR,0.081073,Health Care,105725.000
Meta Financial Group Inc.,CASH,0.080687,Financials,47544.000
Urstadt Biddle Properties Inc. Class A,UBA,0.080506,Real Estate,50503.000
Briggs & Stratton Corporation,BGG,0.079470,Industrials,72764.000
New Media Investment Group Inc.,NEWM,0.079037,Communication Services,93699.000
Fossil Group Inc.,FOSL,0.078986,Consumer Discretionary,77782.000
Unisys Corporation,UIS,0.077285,Information Technology,88927.000
Veeco Instruments Inc.,VECO,0.076423,Information Technology,79248.000
iStar Inc.,STAR,0.076085,Real Estate,115426.000
Comtech Telecommunications Corp.,CMTL,0.076045,Information Technology,41442.000
Koppers Holdings Inc.,KOP,0.075732,Materials,35069.000
SunCoke Energy Inc.,SXC,0.075247,Materials,112048.000
American Public Education Inc.,APEI,0.074927,Consumer Discretionary,28309.000
Penn Virginia Corporation,PVAC,0.074571,Energy,23339.000
Quanex Building Products Corporation,NX,0.074255,Industrials,57542.000
Team Inc.,TISI,0.073828,Industrials,51521.000
Monarch Casino & Resort Inc.,MCRI,0.073655,Consumer Discretionary,20538.000
Ichor Holdings Ltd.,ICHR,0.073630,Information Technology,38392.000
Movado Group Inc.,MOV,0.073556,Consumer Discretionary,28655.000
Surmodics Inc,SRDX,0.073445,Health Care,23257.000
EZCORP Inc. Class A,EZPW,0.073249,Financials,88297.000
ANI Pharmaceuticals Inc.,ANIP,0.073009,Health Care,13740.000
Par Pacific Holdings Inc,PARR,0.072871,Energy,49127.000
Exterran Corp.,EXTN,0.072364,Energy,54316.000
Meridian Bioscience Inc.,VIVO,0.072346,Health Care,73660.000
William Lyon Homes Class A,WLH,0.071859,Consumer Discretionary,56637.000
National Presto Industries Inc.,NPK,0.071652,Industrials,8536.000
Donnelley Financial Solutions Inc.,DFIN,0.071491,Financials,59739.000
OneSpan Inc.,OSPN,0.071094,Information Technology,51885.000
Universal Electronics Inc.,UEIC,0.071090,Consumer Discretionary,23691.000
STATE STREET INSTL US GOVERNME STIF USD,85749246,0.071010,Unassigned,916752.800
Matrix Service Company,MTRX,0.070040,Energy,46276.000
Buckle Inc.,BKE,0.069388,Consumer Discretionary,48845.000
Eagle Pharmaceuticals Inc.,EGRX,0.068872,Health Care,17783.000
QuinStreet Inc.,QNST,0.068847,Communication Services,66232.000
Heska Corporation,HSKA,0.068159,Health Care,11786.000
Ethan Allen Interiors Inc.,ETH,0.067387,Consumer Discretionary,42835.000
Zumiez Inc.,ZUMZ,0.067136,Consumer Discretionary,32658.000
Vicor Corporation,VICR,0.066637,Industrials,27556.000
Forrester Research Inc.,FORR,0.065593,Industrials,17001.000
TTEC Holdings Inc.,TTEC,0.065530,Information Technology,24227.000
Harmonic Inc.,HLIT,0.065422,Information Technology,149488.000
Whitestone REIT,WSR,0.065019,Real Estate,69661.000
American Vanguard Corporation,AVD,0.064779,Materials,46027.000
Cincinnati Bell Inc.,CBB,0.064360,Communication Services,86372.000
Laredo Petroleum Inc.,LPI,0.064212,Energy,261513.000
Ultra Clean Holdings Inc.,UCTT,0.063795,Information Technology,67842.000
Opus Bank,OPB,0.063578,Financials,37930.000
Vista Outdoor Inc,VSTO,0.063548,Consumer Discretionary,97786.000
Century Aluminum Company,CENX,0.063211,Materials,83699.000
Resources Connection Inc.,RECN,0.063180,Industrials,50979.000
Acorda Therapeutics Inc.,ACOR,0.063171,Health Care,68361.000
Control4 Corporation,CTRL,0.062943,Information Technology,46675.000
Tredegar Corporation,TG,0.062830,Materials,44520.000
PetMed Express Inc.,PETS,0.061434,Consumer Discretionary,35598.000
Haverty Furniture Companies Inc.,HVT,0.061280,Consumer Discretionary,32557.000
MarineMax Inc.,HZO,0.061163,Consumer Discretionary,40164.000
Anika Therapeutics Inc.,ANIK,0.060735,Health Care,24366.000
CalAmp Corp.,CAMP,0.060640,Information Technology,59853.000
Lydall Inc.,LDL,0.060307,Industrials,30413.000
LeMaitre Vascular Inc.,LMAT,0.060204,Health Care,27148.000
REX American Resources Corporation,REX,0.059805,Energy,9308.000
TimkenSteel Corp,TMST,0.059371,Materials,68806.000
AMAG Pharmaceuticals Inc.,AMAG,0.059037,Health Care,60635.000
Cytokinetics Incorporated,CYTK,0.058188,Health Care,90400.000
Haynes International Inc.,HAYN,0.057860,Materials,21880.000
Bonanza Creek Energy Inc,BCEI,0.057690,Energy,31680.000
Chico's FAS Inc.,CHS,0.057420,Consumer Discretionary,197155.000
Progenics Pharmaceuticals Inc.,PGNX,0.056864,Health Care,146825.000
Care.com Inc.,CRCM,0.055976,Communication Services,45365.000
Tailored Brands Inc.,TLRD,0.055379,Consumer Discretionary,87833.000
Greenhill & Co. Inc.,GHL,0.055041,Financials,30354.000
Insteel Industries Inc.,IIIN,0.053580,Industrials,30881.000
Red Robin Gourmet Burgers Inc.,RRGB,0.052807,Consumer Discretionary,22801.000
Motorcar Parts of America Inc.,MPAA,0.052609,Consumer Discretionary,32513.000
FutureFuel Corp.,FF,0.051230,Materials,45054.000
Hawkins Inc.,HWKN,0.050713,Materials,16668.000
J. C. Penney Company Inc.,JCP,0.050575,Consumer Discretionary,522348.000
Pennsylvania Real Estate Investment Trust,PEI,0.050350,Real Estate,114040.000
PDF Solutions Inc.,PDFS,0.049747,Information Technology,47468.000
Community Health Systems Inc.,CYH,0.049727,Health Care,200620.000
Hibbett Sports Inc.,HIBB,0.049558,Consumer Discretionary,30251.000
Sonic Automotive Inc. Class A,SAH,0.049232,Consumer Discretionary,40228.000
Computer Programs and Systems Inc.,CPSI,0.048833,Health Care,20855.000
Shoe Carnival Inc.,SCVL,0.048331,Consumer Discretionary,17318.000
United Insurance Holdings Corp.,UIHC,0.047936,Financials,37967.000
Digi International Inc.,DGII,0.047118,Information Technology,47598.000
Chuy's Holdings Inc.,CHUY,0.047090,Consumer Discretionary,29412.000
Titan International Inc.,TWI,0.046728,Industrials,89505.000
Veritiv Corp,VRTV,0.046470,Industrials,22146.000
Franklin Financial Network Inc.,FSB,0.046351,Financials,21250.000
TechTarget Inc.,TTGT,0.046240,Communication Services,37879.000
Clearwater Paper Corporation,CLW,0.043665,Materials,28776.000
Agilysys Inc.,AGYS,0.043429,Information Technology,28548.000
Cato Corporation Class A,CATO,0.042878,Consumer Discretionary,40084.000
R.R. Donnelley & Sons Company,RRD,0.042427,Industrials,123087.000
Lumber Liquidators Holdings Inc.,LL,0.041912,Consumer Discretionary,49012.000
Park Electrochemical Corp.,PKE,0.041652,Information Technology,33317.000
HighPoint Resources Corp.,HPR,0.041476,Energy,196862.000
TETRA Technologies Inc.,TTI,0.040788,Energy,215815.000
Diplomat Pharmacy Inc.,DPLO,0.040613,Health Care,95504.000
Ring Energy Inc.,REI,0.040362,Energy,99066.000
Akorn Inc.,AKRX,0.039499,Health Care,165031.000
Daktronics Inc.,DAKT,0.039463,Information Technology,68203.000
Unifi Inc.,UFI,0.039239,Consumer Discretionary,25650.000
Assertio Therapeutics Inc.,ASRT,0.039133,Health Care,109118.000
Arlo Technologies Inc.,ARLO,0.039096,Information Technology,129088.000
Fiesta Restaurant Group Inc.,FRGI,0.038493,Consumer Discretionary,39254.000
El Pollo Loco Holdings Inc,LOCO,0.038364,Consumer Discretionary,39497.000
Barnes & Noble Inc.,BKS,0.037382,Consumer Discretionary,97893.000
Cedar Realty Trust Inc,CDR,0.037177,Real Estate,150933.000
DSP Group Inc.,DSPG,0.037137,Information Technology,32727.000
HCI Group Inc.,HCI,0.036469,Financials,11337.000
Spok Holdings Inc.,SPOK,0.036224,Communication Services,32164.000
SMART Global Holdings Inc.,SGH,0.035972,Information Technology,21167.000
Cross Country Healthcare Inc.,CCRN,0.035587,Health Care,63109.000
Express Inc.,EXPR,0.035399,Consumer Discretionary,118395.000
Frontier Communications Corporation Class B,FTR,0.034652,Communication Services,179667.000
Bel Fuse Inc. Class B,BELFB,0.034543,Information Technology,17152.000
Powell Industries Inc.,POWL,0.034371,Industrials,14811.000
Lannett Company Inc.,LCI,0.033327,Health Care,57830.000
Central Garden & Pet Company,CENT,0.032832,Consumer Staples,16334.000
Applied Optoelectronics Inc.,AAOI,0.032609,Information Technology,33306.000
Vera Bradley Inc.,VRA,0.032487,Consumer Discretionary,35513.000
CBL & Associates Properties Inc.,CBL,0.031931,Real Estate,298725.000
Owens & Minor Inc.,OMI,0.031890,Health Care,108630.000
LSC Communications Inc.,LKSD,0.031544,Industrials,59365.000
Cutera Inc.,CUTR,0.030834,Health Care,23667.000
Invacare Corporation,IVC,0.030295,Health Care,54246.000
Tile Shop Holdings Inc.,TTS,0.028821,Consumer Discretionary,65164.000
Ascena Retail Group Inc.,ASNA,0.028086,Consumer Discretionary,308590.000
Era Group Inc.,ERA,0.026226,Energy,34905.000
Dean Foods Company,DF,0.024962,Consumer Staples,153461.000
Geospace Technologies Corporation,GEOS,0.024037,Energy,22536.000
Nautilus Inc,NLS,0.023034,Consumer Discretionary,52726.000
Seneca Foods Corporation Class A,SENEA,0.022332,Consumer Staples,11682.000
Barnes & Noble Education Inc.,BNED,0.021404,Consumer Discretionary,62237.000
Olympic Steel Inc.,ZEUS,0.020679,Materials,15797.000
Liquidity Services Inc.,LQDT,0.020532,Consumer Discretionary,40781.000
Pioneer Energy Services Corp.,PES,0.020474,Energy,132825.000
Superior Industries International Inc.,SUP,0.017996,Consumer Discretionary,38787.000
LSB Industries Inc.,LXU,0.017863,Materials,34679.000
Gulf Island Fabrication Inc.,GIFI,0.013527,Energy,20166.000
Vitamin Shoppe Inc.,VSI,0.012873,Consumer Discretionary,25451.000
Kirkland's Inc.,KIRK,0.010781,Consumer Discretionary,22378.000
Orion Group Holdings Inc.,ORN,0.010386,Industrials,51771.000
Kopin Corporation,KOPN,0.010201,Information Technology,99016.000
